date,Production(W),Consumption(W)
2022-11-27 0:00:00,0.0,6.43
2022-11-27 1:00:00,0.0,6.785
2022-11-27 2:00:00,0.0,6.874
2022-11-27 3:00:00,0.0,6.729
2022-11-27 4:00:00,0.0,6.87
2022-11-27 5:00:00,0.0,6.788
2022-11-27 6:00:00,0.0,6.538
2022-11-27 7:00:00,0.0,6.839
2022-11-27 8:00:00,0.0,7.024
2022-11-27 9:00:00,5.561,6.814
2022-11-27 10:00:00,4.605,7.454
2022-11-27 11:00:00,4.422,7.423
2022-11-27 12:00:00,6.38,6.873
2022-11-27 13:00:00,5.783,7.394
2022-11-27 14:00:00,7.501,7.394
2022-11-27 15:00:00,1.678,7.167
2022-11-27 16:00:00,1.145,7.29
2022-11-27 17:00:00,0.998,7.04
2022-11-27 18:00:00,0.0,7.197
2022-11-27 19:00:00,0.0,7.186
2022-11-27 20:00:00,0.0,7.005
2022-11-27 21:00:00,0.0,7.125
2022-11-27 22:00:00,0.0,7.163
2022-11-27 23:00:00,0.0,6.97
