date,Production(W),Consumption(W)
2022-10-27 0:00:00,0.0,7.56
2022-10-27 1:00:00,0.0,7.462
2022-10-27 2:00:00,0.0,7.246
2022-10-27 3:00:00,0.0,6.971
2022-10-27 4:00:00,0.0,6.79
2022-10-27 5:00:00,0.0,6.795
2022-10-27 6:00:00,0.0,6.978
2022-10-27 7:00:00,1.553,7.475
2022-10-27 8:00:00,4.612,8.597
2022-10-27 9:00:00,20.253,11.241
2022-10-27 10:00:00,31.761,12.552
2022-10-27 11:00:00,36.129,12.587
2022-10-27 12:00:00,37.678,12.593
2022-10-27 13:00:00,36.378,12.467
2022-10-27 14:00:00,31.835,11.712
2022-10-27 15:00:00,22.429,11.337
2022-10-27 16:00:00,13.475,11.268
2022-10-27 17:00:00,2.628,10.946
2022-10-27 18:00:00,0.0,10.581
2022-10-27 19:00:00,0.0,9.845
2022-10-27 20:00:00,0.0,8.716
2022-10-27 21:00:00,0.0,7.383
2022-10-27 22:00:00,0.0,6.695
2022-10-27 23:00:00,0.0,6.542
