date,Production(W),Consumption(W)
2022-08-30 0:00:00,0.0,13.143
2022-08-30 1:00:00,0.0,13.062
2022-08-30 2:00:00,0.0,13.526
2022-08-30 3:00:00,0.0,13.484
2022-08-30 4:00:00,0.0,13.741
2022-08-30 5:00:00,0.0,14.184
2022-08-30 6:00:00,1.472,15.384
2022-08-30 7:00:00,3.585,17.325
2022-08-30 8:00:00,14.992,19.092
2022-08-30 9:00:00,27.143,20.164
2022-08-30 10:00:00,35.359,20.193
2022-08-30 11:00:00,38.987,20.148
2022-08-30 12:00:00,40.256,19.933
2022-08-30 13:00:00,41.636,19.788
2022-08-30 14:00:00,39.349,19.686
2022-08-30 15:00:00,35.016,19.477
2022-08-30 16:00:00,25.391,18.793
2022-08-30 17:00:00,16.04,17.68
2022-08-30 18:00:00,4.188,16.641
2022-08-30 19:00:00,1.084,15.521
2022-08-30 20:00:00,0.0,14.505
2022-08-30 21:00:00,0.0,13.909
2022-08-30 22:00:00,0.0,13.583
2022-08-30 23:00:00,0.0,13.526
