date,Production(W),Consumption(W)
2022-01-26 0:00:00,0.0,9.733
2022-01-26 1:00:00,0.0,9.626
2022-01-26 2:00:00,0.0,9.488
2022-01-26 3:00:00,0.0,9.368
2022-01-26 4:00:00,0.0,9.745
2022-01-26 5:00:00,0.0,9.765
2022-01-26 6:00:00,0.0,10.288
2022-01-26 7:00:00,0.894,10.942
2022-01-26 8:00:00,2.016,11.789
2022-01-26 9:00:00,5.33,12.272
2022-01-26 10:00:00,8.739,12.76
2022-01-26 11:00:00,14.798,13.026
2022-01-26 12:00:00,22.423,13.157
2022-01-26 13:00:00,20.807,13.468
2022-01-26 14:00:00,14.238,13.109
2022-01-26 15:00:00,7.977,13.271
2022-01-26 16:00:00,2.665,12.675
2022-01-26 17:00:00,1.022,12.667
2022-01-26 18:00:00,0.0,12.103
2022-01-26 19:00:00,0.0,11.388
2022-01-26 20:00:00,0.0,10.544
2022-01-26 21:00:00,0.0,9.791
2022-01-26 22:00:00,0.0,9.332
2022-01-26 23:00:00,0.0,9.398
