date,Production(W),Consumption(W)
2022-08-21 0:00:00,0.0,13.944
2022-08-21 1:00:00,0.0,13.836
2022-08-21 2:00:00,0.0,13.74
2022-08-21 3:00:00,0.0,13.72
2022-08-21 4:00:00,0.0,13.725
2022-08-21 5:00:00,0.0,13.703
2022-08-21 6:00:00,1.045,13.834
2022-08-21 7:00:00,12.588,13.74
2022-08-21 8:00:00,13.695,13.77
2022-08-21 9:00:00,32.388,13.939
2022-08-21 10:00:00,20.828,14.186
2022-08-21 11:00:00,28.0,14.239
2022-08-21 12:00:00,42.16,14.068
2022-08-21 13:00:00,41.739,14.139
2022-08-21 14:00:00,39.878,14.001
2022-08-21 15:00:00,25.428,14.24
2022-08-21 16:00:00,6.686,14.378
2022-08-21 17:00:00,5.426,14.428
2022-08-21 18:00:00,2.881,14.457
2022-08-21 19:00:00,1.097,14.27
2022-08-21 20:00:00,0.0,14.16
2022-08-21 21:00:00,0.0,14.037
2022-08-21 22:00:00,0.0,14.027
2022-08-21 23:00:00,0.0,14.051
