date,Production(W),Consumption(W)
2022-12-30 0:00:00,0.0,9.444
2022-12-30 1:00:00,0.0,9.451
2022-12-30 2:00:00,0.0,9.546
2022-12-30 3:00:00,0.0,9.532
2022-12-30 4:00:00,0.0,9.444
2022-12-30 5:00:00,0.0,9.35
2022-12-30 6:00:00,0.0,9.453
2022-12-30 7:00:00,0.947,9.872
2022-12-30 8:00:00,3.585,10.772
2022-12-30 9:00:00,10.676,13.391
2022-12-30 10:00:00,33.197,15.365
2022-12-30 11:00:00,32.956,15.411
2022-12-30 12:00:00,33.797,15.177
2022-12-30 13:00:00,32.726,15.142
2022-12-30 14:00:00,15.203,14.817
2022-12-30 15:00:00,4.579,14.526
2022-12-30 16:00:00,1.367,14.431
2022-12-30 17:00:00,0.0,14.177
2022-12-30 18:00:00,0.0,13.701
2022-12-30 19:00:00,0.0,12.994
2022-12-30 20:00:00,0.0,11.641
2022-12-30 21:00:00,0.0,10.196
2022-12-30 22:00:00,0.0,9.354
2022-12-30 23:00:00,0.0,9.367
