date,Production(W),Consumption(W)
2022-10-23 0:00:00,0.0,7.981
2022-10-23 1:00:00,0.0,7.846
2022-10-23 2:00:00,0.0,7.882
2022-10-23 3:00:00,0.0,7.922
2022-10-23 4:00:00,0.0,7.931
2022-10-23 5:00:00,0.0,7.717
2022-10-23 6:00:00,0.0,7.886
2022-10-23 7:00:00,1.155,7.716
2022-10-23 8:00:00,6.647,7.853
2022-10-23 9:00:00,25.083,8.268
2022-10-23 10:00:00,34.31,8.412
2022-10-23 11:00:00,37.806,8.44
2022-10-23 12:00:00,38.833,8.104
2022-10-23 13:00:00,35.028,8.124
2022-10-23 14:00:00,31.413,8.19
2022-10-23 15:00:00,23.909,8.205
2022-10-23 16:00:00,14.674,8.235
2022-10-23 17:00:00,3.214,8.222
2022-10-23 18:00:00,1.046,8.298
2022-10-23 19:00:00,0.0,8.26
2022-10-23 20:00:00,0.0,8.181
2022-10-23 21:00:00,0.0,8.13
2022-10-23 22:00:00,0.0,8.099
2022-10-23 23:00:00,0.0,8.012
