date,Production(W),Consumption(W)
2022-10-29 0:00:00,0.0,6.043
2022-10-29 1:00:00,0.0,5.837
2022-10-29 2:00:00,0.0,5.964
2022-10-29 3:00:00,0.0,5.917
2022-10-29 4:00:00,0.0,5.764
2022-10-29 5:00:00,0.0,5.258
2022-10-29 6:00:00,0.0,5.256
2022-10-29 7:00:00,1.026,5.348
2022-10-29 8:00:00,4.614,5.493
2022-10-29 9:00:00,23.613,5.76
2022-10-29 10:00:00,34.512,5.409
2022-10-29 11:00:00,38.037,5.098
2022-10-29 12:00:00,38.963,5.067
2022-10-29 13:00:00,38.049,5.186
2022-10-29 14:00:00,34.831,5.282
2022-10-29 15:00:00,26.887,5.261
2022-10-29 16:00:00,15.059,5.498
2022-10-29 17:00:00,2.767,5.54
2022-10-29 18:00:00,0.0,5.521
2022-10-29 19:00:00,0.0,5.614
2022-10-29 20:00:00,0.0,5.581
2022-10-29 21:00:00,0.0,5.443
2022-10-29 22:00:00,0.0,5.416
2022-10-29 23:00:00,0.0,5.346
