date,Production(W),Consumption(W)
2022-11-22 0:00:00,0.0,3.586
2022-11-22 1:00:00,0.0,3.453
2022-11-22 2:00:00,0.0,3.544
2022-11-22 3:00:00,0.0,3.832
2022-11-22 4:00:00,0.0,3.831
2022-11-22 5:00:00,0.0,3.527
2022-11-22 6:00:00,0.0,3.653
2022-11-22 7:00:00,0.0,4.277
2022-11-22 8:00:00,1.563,5.711
2022-11-22 9:00:00,3.935,8.467
2022-11-22 10:00:00,4.608,11.374
2022-11-22 11:00:00,4.87,13.131
2022-11-22 12:00:00,3.712,13.921
2022-11-22 13:00:00,3.828,13.951
2022-11-22 14:00:00,6.173,13.143
2022-11-22 15:00:00,5.117,13.594
2022-11-22 16:00:00,3.042,13.868
2022-11-22 17:00:00,0.0,14.341
2022-11-22 18:00:00,0.0,13.938
2022-11-22 19:00:00,0.0,12.837
2022-11-22 20:00:00,0.0,10.947
2022-11-22 21:00:00,0.0,8.677
2022-11-22 22:00:00,0.0,6.775
2022-11-22 23:00:00,0.0,5.445
