date,Production(W),Consumption(W)
2022-07-29 0:00:00,0.0,13.469
2022-07-29 1:00:00,0.0,13.618
2022-07-29 2:00:00,0.0,13.751
2022-07-29 3:00:00,0.0,13.773
2022-07-29 4:00:00,0.0,13.56
2022-07-29 5:00:00,0.0,13.636
2022-07-29 6:00:00,1.577,14.337
2022-07-29 7:00:00,4.878,15.402
2022-07-29 8:00:00,14.798,17.892
2022-07-29 9:00:00,25.662,20.587
2022-07-29 10:00:00,33.936,21.132
2022-07-29 11:00:00,37.767,21.213
2022-07-29 12:00:00,39.536,20.652
2022-07-29 13:00:00,40.0,21.04
2022-07-29 14:00:00,40.823,20.639
2022-07-29 15:00:00,31.598,20.235
2022-07-29 16:00:00,16.214,19.974
2022-07-29 17:00:00,15.953,19.614
2022-07-29 18:00:00,6.244,18.712
2022-07-29 19:00:00,1.573,17.235
2022-07-29 20:00:00,1.015,15.75
2022-07-29 21:00:00,0.0,14.146
2022-07-29 22:00:00,0.0,13.774
2022-07-29 23:00:00,0.0,13.721
