date,Production(W),Consumption(W)
2022-11-25 0:00:00,0.0,5.547
2022-11-25 1:00:00,0.0,5.854
2022-11-25 2:00:00,0.0,5.738
2022-11-25 3:00:00,0.0,5.949
2022-11-25 4:00:00,0.0,6.138
2022-11-25 5:00:00,0.0,6.171
2022-11-25 6:00:00,0.0,6.289
2022-11-25 7:00:00,0.0,6.464
2022-11-25 8:00:00,1.013,7.363
2022-11-25 9:00:00,3.316,9.08
2022-11-25 10:00:00,17.581,12.66
2022-11-25 11:00:00,31.042,14.133
2022-11-25 12:00:00,26.072,14.598
2022-11-25 13:00:00,23.755,14.862
2022-11-25 14:00:00,31.536,15.222
2022-11-25 15:00:00,18.512,15.342
2022-11-25 16:00:00,4.301,14.237
2022-11-25 17:00:00,1.289,14.212
2022-11-25 18:00:00,0.0,13.491
2022-11-25 19:00:00,0.0,12.542
2022-11-25 20:00:00,0.0,11.341
2022-11-25 21:00:00,0.0,9.34
2022-11-25 22:00:00,0.0,7.411
2022-11-25 23:00:00,0.0,6.244
