date,Production(W),Consumption(W)
2022-12-25 0:00:00,0.0,9.468
2022-12-25 1:00:00,0.0,9.34
2022-12-25 2:00:00,0.0,9.282
2022-12-25 3:00:00,0.0,9.248
2022-12-25 4:00:00,0.0,9.255
2022-12-25 5:00:00,0.0,9.154
2022-12-25 6:00:00,0.0,9.159
2022-12-25 7:00:00,1.163,9.072
2022-12-25 8:00:00,3.361,9.044
2022-12-25 9:00:00,10.551,9.345
2022-12-25 10:00:00,21.173,9.593
2022-12-25 11:00:00,31.196,9.631
2022-12-25 12:00:00,21.482,9.421
2022-12-25 13:00:00,19.346,9.286
2022-12-25 14:00:00,15.888,9.317
2022-12-25 15:00:00,6.457,9.521
2022-12-25 16:00:00,1.737,9.381
2022-12-25 17:00:00,0.0,9.395
2022-12-25 18:00:00,0.0,9.493
2022-12-25 19:00:00,0.0,9.564
2022-12-25 20:00:00,0.0,9.621
2022-12-25 21:00:00,0.0,9.433
2022-12-25 22:00:00,0.0,9.4
2022-12-25 23:00:00,0.0,9.404
