date,Production(W),Consumption(W)
2022-04-22 0:00:00,0.0,7.1
2022-04-22 1:00:00,0.0,7.232
2022-04-22 2:00:00,0.0,6.9
2022-04-22 3:00:00,0.0,6.772
2022-04-22 4:00:00,0.0,6.879
2022-04-22 5:00:00,1.082,7.26
2022-04-22 6:00:00,2.189,7.99
2022-04-22 7:00:00,5.607,9.405
2022-04-22 8:00:00,10.153,11.906
2022-04-22 9:00:00,21.937,13.013
2022-04-22 10:00:00,23.426,13.648
2022-04-22 11:00:00,26.355,14.255
2022-04-22 12:00:00,27.47,14.347
2022-04-22 13:00:00,15.703,13.661
2022-04-22 14:00:00,13.834,13.092
2022-04-22 15:00:00,12.6,12.707
2022-04-22 16:00:00,3.034,12.092
2022-04-22 17:00:00,1.235,11.304
2022-04-22 18:00:00,1.153,10.133
2022-04-22 19:00:00,0.0,8.384
2022-04-22 20:00:00,0.0,6.924
2022-04-22 21:00:00,0.0,6.595
2022-04-22 22:00:00,0.0,6.69
2022-04-22 23:00:00,0.0,6.698
