date,Production(W),Consumption(W)
2022-02-25 0:00:00,0.0,4.191
2022-02-25 1:00:00,0.0,4.389
2022-02-25 2:00:00,0.0,4.383
2022-02-25 3:00:00,0.0,4.224
2022-02-25 4:00:00,0.0,3.981
2022-02-25 5:00:00,0.0,4.012
2022-02-25 6:00:00,0.0,4.562
2022-02-25 7:00:00,1.825,5.561
2022-02-25 8:00:00,12.757,7.463
2022-02-25 9:00:00,17.111,10.029
2022-02-25 10:00:00,22.041,10.86
2022-02-25 11:00:00,24.312,10.977
2022-02-25 12:00:00,24.367,11.16
2022-02-25 13:00:00,22.903,10.826
2022-02-25 14:00:00,19.494,10.201
2022-02-25 15:00:00,9.104,9.947
2022-02-25 16:00:00,6.823,9.892
2022-02-25 17:00:00,1.482,9.46
2022-02-25 18:00:00,0.0,8.913
2022-02-25 19:00:00,0.0,7.647
2022-02-25 20:00:00,0.0,5.897
2022-02-25 21:00:00,0.0,4.391
2022-02-25 22:00:00,0.0,4.069
2022-02-25 23:00:00,0.0,4.121
