date,Production(W),Consumption(W)
2022-04-21 0:00:00,0.0,7.325
2022-04-21 1:00:00,0.0,7.272
2022-04-21 2:00:00,0.0,6.974
2022-04-21 3:00:00,0.0,6.673
2022-04-21 4:00:00,0.0,6.824
2022-04-21 5:00:00,0.95,7.463
2022-04-21 6:00:00,2.309,9.104
2022-04-21 7:00:00,5.01,11.878
2022-04-21 8:00:00,11.49,14.079
2022-04-21 9:00:00,14.018,14.187
2022-04-21 10:00:00,9.391,14.083
2022-04-21 11:00:00,8.337,13.959
2022-04-21 12:00:00,7.578,13.331
2022-04-21 13:00:00,5.97,13.663
2022-04-21 14:00:00,5.647,13.638
2022-04-21 15:00:00,4.409,13.51
2022-04-21 16:00:00,4.279,13.274
2022-04-21 17:00:00,1.887,12.728
2022-04-21 18:00:00,1.199,11.183
2022-04-21 19:00:00,0.0,9.312
2022-04-21 20:00:00,0.0,7.576
2022-04-21 21:00:00,0.0,7.037
2022-04-21 22:00:00,0.0,7.04
2022-04-21 23:00:00,0.0,7.016
