date,Production(W),Consumption(W)
2022-01-21 0:00:00,0.0,9.259
2022-01-21 1:00:00,0.0,9.353
2022-01-21 2:00:00,0.0,9.324
2022-01-21 3:00:00,0.0,9.286
2022-01-21 4:00:00,0.0,9.195
2022-01-21 5:00:00,0.0,9.427
2022-01-21 6:00:00,0.0,10.044
2022-01-21 7:00:00,1.043,10.646
2022-01-21 8:00:00,1.822,11.214
2022-01-21 9:00:00,3.348,11.935
2022-01-21 10:00:00,4.363,12.425
2022-01-21 11:00:00,1.945,11.41
2022-01-21 12:00:00,2.265,11.865
2022-01-21 13:00:00,2.277,12.592
2022-01-21 14:00:00,4.018,11.383
2022-01-21 15:00:00,1.423,10.92
2022-01-21 16:00:00,1.394,11.342
2022-01-21 17:00:00,0.0,11.358
2022-01-21 18:00:00,0.0,10.828
2022-01-21 19:00:00,0.0,10.068
2022-01-21 20:00:00,0.0,9.367
2022-01-21 21:00:00,0.0,8.979
2022-01-21 22:00:00,0.0,9.047
2022-01-21 23:00:00,0.0,9.136
