date,Production(W),Consumption(W)
2022-06-26 0:00:00,0.0,6.769
2022-06-26 1:00:00,0.0,6.698
2022-06-26 2:00:00,0.0,6.724
2022-06-26 3:00:00,0.0,6.583
2022-06-26 4:00:00,0.0,6.603
2022-06-26 5:00:00,0.0,6.501
2022-06-26 6:00:00,2.263,6.42
2022-06-26 7:00:00,5.199,6.465
2022-06-26 8:00:00,10.933,6.494
2022-06-26 9:00:00,16.029,6.832
2022-06-26 10:00:00,19.266,7.233
2022-06-26 11:00:00,20.158,7.017
2022-06-26 12:00:00,20.83,6.825
2022-06-26 13:00:00,20.768,7.043
2022-06-26 14:00:00,20.031,7.075
2022-06-26 15:00:00,15.935,7.054
2022-06-26 16:00:00,7.748,6.896
2022-06-26 17:00:00,9.637,7.026
2022-06-26 18:00:00,5.008,7.193
2022-06-26 19:00:00,1.688,7.215
2022-06-26 20:00:00,1.051,7.073
2022-06-26 21:00:00,0.0,6.961
2022-06-26 22:00:00,0.0,6.942
2022-06-26 23:00:00,0.0,6.885
