date,Production(W),Consumption(W)
2022-12-26 0:00:00,0.0,9.383
2022-12-26 1:00:00,0.0,9.367
2022-12-26 2:00:00,0.0,9.337
2022-12-26 3:00:00,0.0,9.394
2022-12-26 4:00:00,0.0,9.218
2022-12-26 5:00:00,0.0,9.216
2022-12-26 6:00:00,0.0,9.53
2022-12-26 7:00:00,0.973,10.968
2022-12-26 8:00:00,1.453,12.808
2022-12-26 9:00:00,8.893,14.955
2022-12-26 10:00:00,27.481,15.973
2022-12-26 11:00:00,34.978,15.997
2022-12-26 12:00:00,35.391,15.61
2022-12-26 13:00:00,31.059,15.217
2022-12-26 14:00:00,17.711,15.091
2022-12-26 15:00:00,8.235,15.249
2022-12-26 16:00:00,1.238,15.212
2022-12-26 17:00:00,0.0,14.772
2022-12-26 18:00:00,0.0,13.977
2022-12-26 19:00:00,0.0,13.023
2022-12-26 20:00:00,0.0,11.889
2022-12-26 21:00:00,0.0,11.03
2022-12-26 22:00:00,0.0,9.994
2022-12-26 23:00:00,0.0,9.579
