date,Production(W),Consumption(W)
2022-10-25 0:00:00,0.0,7.822
2022-10-25 1:00:00,0.0,7.831
2022-10-25 2:00:00,0.0,8.026
2022-10-25 3:00:00,0.0,8.217
2022-10-25 4:00:00,0.0,8.075
2022-10-25 5:00:00,0.0,8.099
2022-10-25 6:00:00,0.0,8.355
2022-10-25 7:00:00,0.967,9.358
2022-10-25 8:00:00,6.083,10.823
2022-10-25 9:00:00,25.001,12.823
2022-10-25 10:00:00,34.298,13.977
2022-10-25 11:00:00,37.877,14.613
2022-10-25 12:00:00,38.429,14.274
2022-10-25 13:00:00,38.415,14.0
2022-10-25 14:00:00,35.207,13.828
2022-10-25 15:00:00,26.394,13.517
2022-10-25 16:00:00,15.787,13.71
2022-10-25 17:00:00,3.477,13.319
2022-10-25 18:00:00,1.003,12.627
2022-10-25 19:00:00,0.0,11.443
2022-10-25 20:00:00,0.0,10.193
2022-10-25 21:00:00,0.0,9.022
2022-10-25 22:00:00,0.0,8.246
2022-10-25 23:00:00,0.0,8.143
