date,Production(W),Consumption(W)
2022-09-21 0:00:00,0.0,13.342
2022-09-21 1:00:00,0.0,13.218
2022-09-21 2:00:00,0.0,13.043
2022-09-21 3:00:00,0.0,12.66
2022-09-21 4:00:00,0.0,12.386
2022-09-21 5:00:00,0.0,12.455
2022-09-21 6:00:00,0.0,12.837
2022-09-21 7:00:00,2.852,13.752
2022-09-21 8:00:00,8.095,14.87
2022-09-21 9:00:00,19.979,15.882
2022-09-21 10:00:00,26.624,16.242
2022-09-21 11:00:00,29.651,16.573
2022-09-21 12:00:00,8.635,16.814
2022-09-21 13:00:00,6.205,16.915
2022-09-21 14:00:00,26.979,16.468
2022-09-21 15:00:00,26.886,16.228
2022-09-21 16:00:00,12.865,16.26
2022-09-21 17:00:00,6.055,15.878
2022-09-21 18:00:00,1.74,15.464
2022-09-21 19:00:00,0.0,14.453
2022-09-21 20:00:00,0.0,13.09
2022-09-21 21:00:00,0.0,12.132
2022-09-21 22:00:00,0.0,11.488
2022-09-21 23:00:00,0.0,11.173
