date,Production(W),Consumption(W)
2022-05-22 0:00:00,0.0,6.324
2022-05-22 1:00:00,0.0,6.374
2022-05-22 2:00:00,0.0,6.426
2022-05-22 3:00:00,0.0,6.304
2022-05-22 4:00:00,0.0,6.242
2022-05-22 5:00:00,1.32,6.24
2022-05-22 6:00:00,3.13,6.177
2022-05-22 7:00:00,10.09,6.252
2022-05-22 8:00:00,16.281,6.543
2022-05-22 9:00:00,20.491,6.683
2022-05-22 10:00:00,22.036,6.605
2022-05-22 11:00:00,22.152,6.524
2022-05-22 12:00:00,21.998,5.929
2022-05-22 13:00:00,21.374,6.079
2022-05-22 14:00:00,19.425,6.327
2022-05-22 15:00:00,15.059,6.288
2022-05-22 16:00:00,7.267,6.495
2022-05-22 17:00:00,2.54,6.576
2022-05-22 18:00:00,1.425,6.647
2022-05-22 19:00:00,0.991,6.568
2022-05-22 20:00:00,0.0,6.659
2022-05-22 21:00:00,0.0,6.554
2022-05-22 22:00:00,0.0,6.484
2022-05-22 23:00:00,0.0,6.56
