date,Production(W),Consumption(W)
2022-07-24 0:00:00,0.0,12.918
2022-07-24 1:00:00,0.0,12.775
2022-07-24 2:00:00,0.0,12.767
2022-07-24 3:00:00,0.0,12.807
2022-07-24 4:00:00,0.0,12.817
2022-07-24 5:00:00,0.0,12.605
2022-07-24 6:00:00,1.4,12.587
2022-07-24 7:00:00,4.282,12.46
2022-07-24 8:00:00,15.194,13.024
2022-07-24 9:00:00,25.771,13.523
2022-07-24 10:00:00,34.341,13.292
2022-07-24 11:00:00,37.912,13.926
2022-07-24 12:00:00,39.029,13.524
2022-07-24 13:00:00,38.773,13.608
2022-07-24 14:00:00,34.134,14.123
2022-07-24 15:00:00,33.966,14.03
2022-07-24 16:00:00,26.147,13.932
2022-07-24 17:00:00,15.664,13.832
2022-07-24 18:00:00,5.627,13.796
2022-07-24 19:00:00,1.521,13.592
2022-07-24 20:00:00,1.022,13.596
2022-07-24 21:00:00,0.0,13.511
2022-07-24 22:00:00,0.0,13.481
2022-07-24 23:00:00,0.0,13.51
