date,Production(W),Consumption(W)
2022-07-31 0:00:00,0.0,13.158
2022-07-31 1:00:00,0.0,12.932
2022-07-31 2:00:00,0.0,13.081
2022-07-31 3:00:00,0.0,13.16
2022-07-31 4:00:00,0.0,13.045
2022-07-31 5:00:00,0.0,12.948
2022-07-31 6:00:00,1.629,12.828
2022-07-31 7:00:00,4.239,12.646
2022-07-31 8:00:00,15.89,12.646
2022-07-31 9:00:00,27.888,12.833
2022-07-31 10:00:00,35.877,13.119
2022-07-31 11:00:00,38.956,13.515
2022-07-31 12:00:00,40.696,13.311
2022-07-31 13:00:00,39.438,13.283
2022-07-31 14:00:00,27.539,13.282
2022-07-31 15:00:00,14.21,13.221
2022-07-31 16:00:00,9.808,13.321
2022-07-31 17:00:00,8.758,13.414
2022-07-31 18:00:00,3.211,13.476
2022-07-31 19:00:00,1.399,13.455
2022-07-31 20:00:00,1.008,13.456
2022-07-31 21:00:00,0.0,13.344
2022-07-31 22:00:00,0.0,13.185
2022-07-31 23:00:00,0.0,13.264
