date,Production(W),Consumption(W)
2022-04-23 0:00:00,0.0,6.877
2022-04-23 1:00:00,0.0,6.898
2022-04-23 2:00:00,0.0,6.68
2022-04-23 3:00:00,0.0,6.454
2022-04-23 4:00:00,0.0,6.36
2022-04-23 5:00:00,1.149,6.532
2022-04-23 6:00:00,3.855,7.069
2022-04-23 7:00:00,14.796,8.526
2022-04-23 8:00:00,16.693,8.488
2022-04-23 9:00:00,13.243,7.544
2022-04-23 10:00:00,21.187,7.058
2022-04-23 11:00:00,21.913,6.563
2022-04-23 12:00:00,22.333,6.386
2022-04-23 13:00:00,22.216,6.278
2022-04-23 14:00:00,23.162,6.221
2022-04-23 15:00:00,20.946,6.283
2022-04-23 16:00:00,11.188,6.177
2022-04-23 17:00:00,5.197,6.239
2022-04-23 18:00:00,1.317,6.376
2022-04-23 19:00:00,0.0,6.24
2022-04-23 20:00:00,0.0,6.007
2022-04-23 21:00:00,0.0,6.089
2022-04-23 22:00:00,0.0,6.23
2022-04-23 23:00:00,0.0,6.271
