date,Production(W),Consumption(W)
2022-05-29 0:00:00,0.0,6.358
2022-05-29 1:00:00,0.0,6.154
2022-05-29 2:00:00,0.0,6.34
2022-05-29 3:00:00,0.0,6.193
2022-05-29 4:00:00,0.0,6.154
2022-05-29 5:00:00,0.0,6.144
2022-05-29 6:00:00,2.727,6.122
2022-05-29 7:00:00,6.483,6.116
2022-05-29 8:00:00,8.637,6.277
2022-05-29 9:00:00,17.574,6.632
2022-05-29 10:00:00,19.557,6.874
2022-05-29 11:00:00,20.676,6.632
2022-05-29 12:00:00,21.183,6.384
2022-05-29 13:00:00,21.369,6.452
2022-05-29 14:00:00,20.948,6.64
2022-05-29 15:00:00,17.957,6.496
2022-05-29 16:00:00,14.759,6.467
2022-05-29 17:00:00,9.793,6.538
2022-05-29 18:00:00,2.841,6.661
2022-05-29 19:00:00,1.316,6.687
2022-05-29 20:00:00,1.001,6.578
2022-05-29 21:00:00,0.0,6.468
2022-05-29 22:00:00,0.0,6.471
2022-05-29 23:00:00,0.0,6.43
