date,Production(W),Consumption(W)
2022-01-29 0:00:00,0.0,7.769
2022-01-29 1:00:00,0.0,7.706
2022-01-29 2:00:00,0.0,7.401
2022-01-29 3:00:00,0.0,6.873
2022-01-29 4:00:00,0.0,6.559
2022-01-29 5:00:00,0.0,6.275
2022-01-29 6:00:00,0.0,6.295
2022-01-29 7:00:00,1.091,6.258
2022-01-29 8:00:00,1.839,6.364
2022-01-29 9:00:00,4.322,6.386
2022-01-29 10:00:00,4.655,6.234
2022-01-29 11:00:00,5.505,6.188
2022-01-29 12:00:00,5.353,6.065
2022-01-29 13:00:00,10.976,6.056
2022-01-29 14:00:00,4.833,5.698
2022-01-29 15:00:00,2.485,5.47
2022-01-29 16:00:00,2.501,5.104
2022-01-29 17:00:00,1.025,5.044
2022-01-29 18:00:00,0.0,4.992
2022-01-29 19:00:00,0.0,5.09
2022-01-29 20:00:00,0.0,5.019
2022-01-29 21:00:00,0.0,4.865
2022-01-29 22:00:00,0.0,4.647
2022-01-29 23:00:00,0.0,4.895
