date,Production(W),Consumption(W)
2022-06-29 0:00:00,0.0,7.362
2022-06-29 1:00:00,0.0,7.323
2022-06-29 2:00:00,0.0,7.205
2022-06-29 3:00:00,0.0,7.01
2022-06-29 4:00:00,0.0,7.158
2022-06-29 5:00:00,0.0,7.668
2022-06-29 6:00:00,3.479,9.228
2022-06-29 7:00:00,7.594,12.245
2022-06-29 8:00:00,19.291,15.383
2022-06-29 9:00:00,18.463,16.824
2022-06-29 10:00:00,20.194,16.893
2022-06-29 11:00:00,29.483,16.863
2022-06-29 12:00:00,22.342,16.323
2022-06-29 13:00:00,23.99,15.878
2022-06-29 14:00:00,31.282,15.805
2022-06-29 15:00:00,32.692,15.559
2022-06-29 16:00:00,27.98,15.078
2022-06-29 17:00:00,15.706,14.215
2022-06-29 18:00:00,6.401,12.774
2022-06-29 19:00:00,2.215,11.105
2022-06-29 20:00:00,1.063,8.728
2022-06-29 21:00:00,0.0,7.439
2022-06-29 22:00:00,0.0,7.165
2022-06-29 23:00:00,0.0,7.35
