date,Production(W),Consumption(W)
2022-08-23 0:00:00,0.0,13.617
2022-08-23 1:00:00,0.0,13.647
2022-08-23 2:00:00,0.0,13.862
2022-08-23 3:00:00,0.0,13.886
2022-08-23 4:00:00,0.0,14.03
2022-08-23 5:00:00,0.0,14.475
2022-08-23 6:00:00,1.205,15.4
2022-08-23 7:00:00,4.582,17.106
2022-08-23 8:00:00,15.734,18.709
2022-08-23 9:00:00,27.086,19.651
2022-08-23 10:00:00,30.295,19.748
2022-08-23 11:00:00,37.922,19.595
2022-08-23 12:00:00,37.572,19.512
2022-08-23 13:00:00,37.878,19.497
2022-08-23 14:00:00,34.224,19.536
2022-08-23 15:00:00,27.004,19.541
2022-08-23 16:00:00,18.826,18.798
2022-08-23 17:00:00,20.098,17.728
2022-08-23 18:00:00,4.345,16.552
2022-08-23 19:00:00,1.395,15.525
2022-08-23 20:00:00,0.0,14.732
2022-08-23 21:00:00,0.0,14.065
2022-08-23 22:00:00,0.0,13.741
2022-08-23 23:00:00,0.0,13.747
