date,Production(W),Consumption(W)
2022-11-23 0:00:00,0.0,5.027
2022-11-23 1:00:00,0.0,4.823
2022-11-23 2:00:00,0.0,4.714
2022-11-23 3:00:00,0.0,5.065
2022-11-23 4:00:00,0.0,4.698
2022-11-23 5:00:00,0.0,4.684
2022-11-23 6:00:00,0.0,4.855
2022-11-23 7:00:00,0.0,5.515
2022-11-23 8:00:00,1.503,6.97
2022-11-23 9:00:00,5.91,9.65
2022-11-23 10:00:00,5.93,13.36
2022-11-23 11:00:00,7.486,15.397
2022-11-23 12:00:00,6.581,14.908
2022-11-23 13:00:00,10.569,14.764
2022-11-23 14:00:00,4.548,14.33
2022-11-23 15:00:00,3.001,13.528
2022-11-23 16:00:00,1.212,13.639
2022-11-23 17:00:00,0.998,13.873
2022-11-23 18:00:00,0.0,12.503
2022-11-23 19:00:00,0.0,11.609
2022-11-23 20:00:00,0.0,10.26
2022-11-23 21:00:00,0.0,7.869
2022-11-23 22:00:00,0.0,6.279
2022-11-23 23:00:00,0.0,5.406
