date,Production(W),Consumption(W)
2022-04-25 0:00:00,0.0,5.999
2022-04-25 1:00:00,0.0,6.016
2022-04-25 2:00:00,0.0,6.002
2022-04-25 3:00:00,0.0,5.946
2022-04-25 4:00:00,0.0,6.199
2022-04-25 5:00:00,1.232,6.812
2022-04-25 6:00:00,4.654,8.238
2022-04-25 7:00:00,7.211,10.685
2022-04-25 8:00:00,16.038,12.989
2022-04-25 9:00:00,21.209,13.475
2022-04-25 10:00:00,21.419,13.168
2022-04-25 11:00:00,20.858,12.878
2022-04-25 12:00:00,21.353,12.488
2022-04-25 13:00:00,23.532,12.327
2022-04-25 14:00:00,23.056,12.246
2022-04-25 15:00:00,19.365,12.019
2022-04-25 16:00:00,15.633,11.154
2022-04-25 17:00:00,8.911,10.327
2022-04-25 18:00:00,2.129,9.113
2022-04-25 19:00:00,0.0,7.898
2022-04-25 20:00:00,0.0,6.87
2022-04-25 21:00:00,0.0,6.066
2022-04-25 22:00:00,0.0,5.794
2022-04-25 23:00:00,0.0,5.883
