date,Production(W),Consumption(W)
2022-07-21 0:00:00,0.0,13.374
2022-07-21 1:00:00,0.0,13.382
2022-07-21 2:00:00,0.0,13.17
2022-07-21 3:00:00,0.0,12.698
2022-07-21 4:00:00,0.0,12.432
2022-07-21 5:00:00,0.0,12.662
2022-07-21 6:00:00,1.321,13.56
2022-07-21 7:00:00,4.979,15.938
2022-07-21 8:00:00,16.032,19.354
2022-07-21 9:00:00,27.407,21.608
2022-07-21 10:00:00,35.945,21.412
2022-07-21 11:00:00,39.361,21.011
2022-07-21 12:00:00,40.993,20.61
2022-07-21 13:00:00,40.797,20.372
2022-07-21 14:00:00,39.047,20.529
2022-07-21 15:00:00,35.574,20.45
2022-07-21 16:00:00,27.474,19.93
2022-07-21 17:00:00,15.994,19.305
2022-07-21 18:00:00,5.998,18.634
2022-07-21 19:00:00,1.556,17.195
2022-07-21 20:00:00,1.042,15.366
2022-07-21 21:00:00,0.0,13.587
2022-07-21 22:00:00,0.0,13.047
2022-07-21 23:00:00,0.0,12.986
