date,Production(W),Consumption(W)
2022-06-22 0:00:00,0.0,7.147
2022-06-22 1:00:00,0.0,7.039
2022-06-22 2:00:00,0.0,6.899
2022-06-22 3:00:00,0.0,6.652
2022-06-22 4:00:00,0.0,6.84
2022-06-22 5:00:00,0.0,7.36
2022-06-22 6:00:00,2.326,9.033
2022-06-22 7:00:00,4.638,11.689
2022-06-22 8:00:00,9.077,14.654
2022-06-22 9:00:00,15.408,16.186
2022-06-22 10:00:00,18.275,16.455
2022-06-22 11:00:00,20.024,16.447
2022-06-22 12:00:00,20.718,15.898
2022-06-22 13:00:00,21.04,15.632
2022-06-22 14:00:00,19.568,15.665
2022-06-22 15:00:00,16.55,15.411
2022-06-22 16:00:00,14.471,14.802
2022-06-22 17:00:00,8.158,13.883
2022-06-22 18:00:00,3.945,12.454
2022-06-22 19:00:00,1.536,10.84
2022-06-22 20:00:00,1.03,8.463
2022-06-22 21:00:00,0.0,7.125
2022-06-22 22:00:00,0.0,6.865
2022-06-22 23:00:00,0.0,7.007
