date,Production(KWh),Consumption(KWh)
2023-12-21 0:00:00,0.0,11.48
2023-12-21 1:00:00,0.0,11.52
2023-12-21 2:00:00,0.0,9.35
2023-12-21 3:00:00,0.0,8.98
2023-12-21 4:00:00,0.0,8.46
2023-12-21 5:00:00,0.0,7.94
2023-12-21 6:00:00,0.0,8.31
2023-12-21 7:00:00,0.22,8.69
2023-12-21 8:00:00,1.44,8.32
2023-12-21 9:00:00,11.35,7.95
2023-12-21 10:00:00,27.8,8.13
2023-12-21 11:00:00,36.22,8.24
2023-12-21 12:00:00,37.16,8.22
2023-12-21 13:00:00,32.63,8.27
2023-12-21 14:00:00,19.3,8.32
2023-12-21 15:00:00,8.64,11.2
2023-12-21 16:00:00,0.29,11.2
2023-12-21 17:00:00,0.0,11.11
2023-12-21 18:00:00,0.0,11.02
2023-12-21 19:00:00,0.0,11.27
2023-12-21 20:00:00,0.0,11.52
2023-12-21 21:00:00,0.0,11.77
2023-12-21 22:00:00,0.0,11.13
2023-12-21 23:00:00,0.0,8.44
