date,Production(KWh),Consumption(KWh)
2023-12-22 0:00:00,0.0,9.81
2023-12-22 1:00:00,0.0,11.18
2023-12-22 2:00:00,0.0,10.85
2023-12-22 3:00:00,0.0,9.06
2023-12-22 4:00:00,0.0,8.33
2023-12-22 5:00:00,0.0,8.31
2023-12-22 6:00:00,0.0,8.31
2023-12-22 7:00:00,0.26,7.75
2023-12-22 8:00:00,2.35,7.75
2023-12-22 9:00:00,3.32,8.58
2023-12-22 10:00:00,7.17,8.42
2023-12-22 11:00:00,5.22,8.25
2023-12-22 12:00:00,7.24,8.09
2023-12-22 13:00:00,3.66,8.22
2023-12-22 14:00:00,1.94,8.35
2023-12-22 15:00:00,2.24,7.28
2023-12-22 16:00:00,0.1,7.28
2023-12-22 17:00:00,0.0,11.63
2023-12-22 18:00:00,0.0,11.53
2023-12-22 19:00:00,0.0,11.56
2023-12-22 20:00:00,0.0,11.74
2023-12-22 21:00:00,0.0,11.82
2023-12-22 22:00:00,0.0,11.32
2023-12-22 23:00:00,0.0,10.08
