date,Production(KWh),Consumption(KWh)
2023-08-29 0:00:00,0.0,12.33
2023-08-29 1:00:00,0.0,7.19
2023-08-29 2:00:00,0.0,7.11
2023-08-29 3:00:00,0.0,7.15
2023-08-29 4:00:00,0.0,6.24
2023-08-29 5:00:00,0.0,5.21
2023-08-29 6:00:00,0.11,6.68
2023-08-29 7:00:00,3.81,7.12
2023-08-29 8:00:00,15.21,7.32
2023-08-29 9:00:00,26.94,7.68
2023-08-29 10:00:00,35.17,6.34
2023-08-29 11:00:00,40.34,8.91
2023-08-29 12:00:00,42.46,11.96
2023-08-29 13:00:00,44.61,9.58
2023-08-29 14:00:00,41.92,12.04
2023-08-29 15:00:00,36.02,12.15
2023-08-29 16:00:00,27.04,11.0
2023-08-29 17:00:00,13.76,12.36
2023-08-29 18:00:00,4.85,12.65
2023-08-29 19:00:00,0.27,12.2
2023-08-29 20:00:00,0.0,9.16
2023-08-29 21:00:00,0.0,10.3
2023-08-29 22:00:00,0.0,11.31
2023-08-29 23:00:00,0.0,12.32
