date,Production(KWh),Consumption(KWh)
2023-11-30 0:00:00,0.0,14.67
2023-11-30 1:00:00,0.0,14.55
2023-11-30 2:00:00,0.0,14.43
2023-11-30 3:00:00,0.0,14.53
2023-11-30 4:00:00,0.0,14.66
2023-11-30 5:00:00,0.0,14.55
2023-11-30 6:00:00,0.0,14.43
2023-11-30 7:00:00,0.0,8.34
2023-11-30 8:00:00,0.03,8.33
2023-11-30 9:00:00,0.27,8.32
2023-11-30 10:00:00,0.07,8.7
2023-11-30 11:00:00,0.29,15.71
2023-11-30 12:00:00,0.22,15.47
2023-11-30 13:00:00,6.71,15.68
2023-11-30 14:00:00,4.02,15.51
2023-11-30 15:00:00,1.77,15.35
2023-11-30 16:00:00,0.25,15.14
2023-11-30 17:00:00,0.0,14.93
2023-11-30 18:00:00,0.0,13.94
2023-11-30 19:00:00,0.0,13.5
2023-11-30 20:00:00,0.0,14.6
2023-11-30 21:00:00,0.0,14.64
2023-11-30 22:00:00,0.0,13.49
2023-11-30 23:00:00,0.0,13.33
