date,Production(KWh),Consumption(KWh)
2023-08-28 0:00:00,0.0,7.07
2023-08-28 1:00:00,0.0,7.02
2023-08-28 2:00:00,0.0,6.37
2023-08-28 3:00:00,0.0,6.97
2023-08-28 4:00:00,0.0,7.0
2023-08-28 5:00:00,0.0,7.02
2023-08-28 6:00:00,0.09,5.65
2023-08-28 7:00:00,5.38,7.67
2023-08-28 8:00:00,15.54,7.03
2023-08-28 9:00:00,27.59,6.4
2023-08-28 10:00:00,35.09,7.53
2023-08-28 11:00:00,40.08,9.03
2023-08-28 12:00:00,42.74,11.82
2023-08-28 13:00:00,44.56,9.8
2023-08-28 14:00:00,42.35,9.96
2023-08-28 15:00:00,36.25,12.57
2023-08-28 16:00:00,26.85,12.14
2023-08-28 17:00:00,13.7,12.94
2023-08-28 18:00:00,3.21,7.29
2023-08-28 19:00:00,0.73,9.16
2023-08-28 20:00:00,0.0,12.57
2023-08-28 21:00:00,0.0,12.42
2023-08-28 22:00:00,0.0,10.66
2023-08-28 23:00:00,0.0,12.38
