date,Production(KWh),Consumption(KWh)
2023-12-27 0:00:00,0.0,8.12
2023-12-27 1:00:00,0.0,8.09
2023-12-27 2:00:00,0.0,8.13
2023-12-27 3:00:00,0.0,8.16
2023-12-27 4:00:00,0.0,7.42
2023-12-27 5:00:00,0.0,6.69
2023-12-27 6:00:00,0.0,6.7
2023-12-27 7:00:00,0.12,8.24
2023-12-27 8:00:00,1.17,8.15
2023-12-27 9:00:00,9.66,8.17
2023-12-27 10:00:00,27.35,8.08
2023-12-27 11:00:00,35.32,7.99
2023-12-27 12:00:00,34.8,8.13
2023-12-27 13:00:00,32.84,6.72
2023-12-27 14:00:00,20.94,6.72
2023-12-27 15:00:00,8.67,6.72
2023-12-27 16:00:00,0.76,8.08
2023-12-27 17:00:00,0.0,8.18
2023-12-27 18:00:00,0.0,8.22
2023-12-27 19:00:00,0.0,8.85
2023-12-27 20:00:00,0.0,9.5
2023-12-27 21:00:00,0.0,10.14
2023-12-27 22:00:00,0.0,9.4
2023-12-27 23:00:00,0.0,8.63
