date,Production(KWh),Consumption(KWh)
2023-08-23 0:00:00,0.0,7.84
2023-08-23 1:00:00,0.0,7.07
2023-08-23 2:00:00,0.0,5.96
2023-08-23 3:00:00,0.0,6.3
2023-08-23 4:00:00,0.0,6.72
2023-08-23 5:00:00,0.0,7.01
2023-08-23 6:00:00,0.17,6.91
2023-08-23 7:00:00,4.67,6.81
2023-08-23 8:00:00,16.07,5.48
2023-08-23 9:00:00,27.8,7.04
2023-08-23 10:00:00,35.69,6.82
2023-08-23 11:00:00,39.85,9.28
2023-08-23 12:00:00,31.73,11.92
2023-08-23 13:00:00,32.2,11.97
2023-08-23 14:00:00,30.24,12.39
2023-08-23 15:00:00,21.8,12.03
2023-08-23 16:00:00,15.24,12.02
2023-08-23 17:00:00,14.11,11.92
2023-08-23 18:00:00,5.08,12.11
2023-08-23 19:00:00,0.39,12.11
2023-08-23 20:00:00,0.0,11.76
2023-08-23 21:00:00,0.0,12.21
2023-08-23 22:00:00,0.0,6.78
2023-08-23 23:00:00,0.0,8.49
